"SourceRoot","RelativePath","FileName","Extension","SizeBytes","Category","LayerCandidate","FunctionalRole","ContainsArabicText","MissingFromActiveByName","SameHashAsActiveWorkspace","SameHashAsActiveCompiled","NamespaceCount","Namespaces","TypeCount","Types","MethodLikeMemberCount","UsingCount"
"_coder01_source_study","Coder01/analysis_notes.md","analysis_notes.md",".md","20920","Documentation/Requirements","Reference/Future Development","Original documentation, requirements, analysis, or spreadsheet evidence.","True","True","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/ARCHITECTURE.md","ARCHITECTURE.md",".md","20097","Documentation/Requirements","Reference/Future Development","Original documentation, requirements, analysis, or spreadsheet evidence.","True","True","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/AUTOMATED_BUILD_HELPER.ps1","AUTOMATED_BUILD_HELPER.ps1",".ps1","4575","Build/Tool Script","Reference/Future Development","Original build or maintenance script retained as reference.","False","True","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/BUILD_COMPLETE_FIX.txt","BUILD_COMPLETE_FIX.txt",".txt","8088","Documentation/Requirements","Reference/Future Development","Original documentation, requirements, analysis, or spreadsheet evidence.","False","True","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/BUILD_INSTRUCTIONS.md","BUILD_INSTRUCTIONS.md",".md","7269","Documentation/Requirements","Reference/Future Development","Original documentation, requirements, analysis, or spreadsheet evidence.","True","True","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/BUILD_NO_MSBUILD.ps1","BUILD_NO_MSBUILD.ps1",".ps1","2849","Build/Tool Script","Reference/Future Development","Original build or maintenance script retained as reference.","False","True","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/Build.bat","Build.bat",".bat","5807","Build/Tool Script","Reference/Future Development","Original build or maintenance script retained as reference.","False","True","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/CHECK_ENVIRONMENT.bat","CHECK_ENVIRONMENT.bat",".bat","2905","Build/Tool Script","Reference/Future Development","Original build or maintenance script retained as reference.","False","True","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/COMPARISON_AND_MERGER.md","COMPARISON_AND_MERGER.md",".md","6353","Documentation/Requirements","Reference/Future Development","Original documentation, requirements, analysis, or spreadsheet evidence.","True","True","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/COMPILATION_SUMMARY.txt","COMPILATION_SUMMARY.txt",".txt","8139","Documentation/Requirements","Reference/Future Development","Original documentation, requirements, analysis, or spreadsheet evidence.","False","True","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/COMPLETE_GUIDE.txt","COMPLETE_GUIDE.txt",".txt","14062","Documentation/Requirements","Reference/Future Development","Original documentation, requirements, analysis, or spreadsheet evidence.","True","True","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/Directory.Build.targets","Directory.Build.targets",".targets","975","Reference Artifact","Reference/Future Development","Reference artifact retained for future analysis.","False","True","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/EJLive_UI_Design_System.md","EJLive_UI_Design_System.md",".md","3309","Documentation/Requirements","Reference/Future Development","Original documentation, requirements, analysis, or spreadsheet evidence.","True","True","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/app.config","app.config",".config","816","Configuration/Data","Reference/Future Development","Original configuration or data artifact used to preserve runtime assumptions.","False","False","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/ClientMainForm.cs","ClientMainForm.cs",".cs","90442","WinForms UI","Presentation Layer","Preserved visual surface, form, dashboard, panel, or control for UI consolidation.","True","False","False","False","1","EJLive.Client.WinForms","2","ClientMainForm;ServiceRowState","84","24"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/ClientMainForm.Designer.cs","ClientMainForm.Designer.cs",".cs","786","CSharp Source","Reference/Future Development","Preserved C# implementation requiring scenario comparison before promotion.","False","False","True","True","1","EJLive.Client.WinForms","1","ClientMainForm","1","0"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/ClientMainForm.resx","ClientMainForm.resx",".resx","5814","Reference Artifact","Reference/Future Development","Reference artifact retained for future analysis.","False","False","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Controls/ATMCardControl.cs","ATMCardControl.cs",".cs","8638","WinForms UI","Presentation Layer","Preserved visual surface, form, dashboard, panel, or control for UI consolidation.","True","False","False","False","1","EJLive.Client.WinForms.Controls","1","ATMCardControl","4","7"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Controls/DarkButton.cs","DarkButton.cs",".cs","2782","CSharp Source","Reference/Future Development","Preserved C# implementation requiring scenario comparison before promotion.","False","False","True","True","1","EJLive.Client.Controls","1","DarkButton","1","6"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Controls/StatusCard.cs","StatusCard.cs",".cs","3170","WinForms UI","Presentation Layer","Preserved visual surface, form, dashboard, panel, or control for UI consolidation.","False","False","True","True","1","EJLive.Client.Controls","1","StatusCard","1","6"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Controls/ThemeColors.cs","ThemeColors.cs",".cs","3504","CSharp Source","Reference/Future Development","Preserved C# implementation requiring scenario comparison before promotion.","False","False","True","True","1","EJLive.Client.Controls","1","ThemeColors","3","2"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Controls/ToastNotification.cs","ToastNotification.cs",".cs","7696","WinForms UI","Presentation Layer","Preserved visual surface, form, dashboard, panel, or control for UI consolidation.","True","False","False","False","1","EJLive.Client.WinForms.Controls","2","ToastNotification;ToastType","12","14"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/EJLive.Client.WinForms.csproj","EJLive.Client.WinForms.csproj",".csproj","5128","CSharp Project","Project Structure","Original project file used for dependency and assembly mapping.","False","False","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/packages.config","packages.config",".config","236","Configuration/Data","Reference/Future Development","Original configuration or data artifact used to preserve runtime assumptions.","False","False","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Program.cs","Program.cs",".cs","711","CSharp Source","Reference/Future Development","Preserved C# implementation requiring scenario comparison before promotion.","False","False","False","False","1","EJLive.Client.WinForms","1","Program","0","3"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Properties/AssemblyInfo.cs","AssemblyInfo.cs",".cs","482","CSharp Source","Reference/Future Development","Preserved C# implementation requiring scenario comparison before promotion.","True","False","False","False","0","","0","","0","2"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Properties/Resources.Designer.cs","Resources.Designer.cs",".cs","2873","CSharp Source","Reference/Future Development","Preserved C# implementation requiring scenario comparison before promotion.","False","False","True","True","1","EJLive.Client.WinForms.Properties","3","was;via;Resources","0","1"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Properties/Resources.resx","Resources.resx",".resx","5817","Reference Artifact","Reference/Future Development","Reference artifact retained for future analysis.","False","False","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Services/AdvancedJournalProcessor.cs","AdvancedJournalProcessor.cs",".cs","9447","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","False","False","False","False","1","EJLive.Client.WinForms.Services","1","AdvancedJournalProcessor","11","8"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Services/AdvancedNetworkManager.cs","AdvancedNetworkManager.cs",".cs","8509","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","False","False","1","EJLive.Client.WinForms.Services","1","AdvancedNetworkManager","6","10"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Services/AdvancedRemoteCommandHandler.cs","AdvancedRemoteCommandHandler.cs",".cs","10515","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","False","False","1","EJLive.Client.WinForms.Services","1","AdvancedRemoteCommandHandler","10","10"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Services/ClientConstants.cs","ClientConstants.cs",".cs","2450","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","True","True","1","EJLive.Client.WinForms.Services","2","Constants;EJPatterns","0","2"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Services/JournalProcessor.cs","JournalProcessor.cs",".cs","6177","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","False","False","1","EJLive.Client.WinForms.Services","1","JournalProcessor","9","6"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Services/NetworkManager.cs","NetworkManager.cs",".cs","2040","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","False","False","1","EJLive.Client.WinForms.Services","1","NetworkManager","5","5"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Services/RemoteCommandHandler.cs","RemoteCommandHandler.cs",".cs","25384","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","False","False","1","EJLive.Client.WinForms.Services","2","RemoteCommandHandler;Application","25","16"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Services/WindowsRemoteAccessService.cs","WindowsRemoteAccessService.cs",".cs","5872","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","False","False","False","False","1","EJLive.Client.WinForms.Services","2","RemoteAccessResult;WindowsRemoteAccessService","7","9"
"_coder01_source_study","Coder01/EJLive.Client.WinForms/Services/WindowsStartupService.cs","WindowsStartupService.cs",".cs","4710","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","False","False","False","False","1","EJLive.Client.WinForms.Services","3","StartupRegistrationResult;WindowsStartupService;CommandRun","5","6"
"_coder01_source_study","Coder01/EJLive.Core/App.config","App.config",".config","1497","Configuration/Data","Data/Core Layer","Original configuration or data artifact used to preserve runtime assumptions.","False","False","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/EJLive.Core/Constants.cs","Constants.cs",".cs","17880","Data/Core Source","Data/Core Layer","Preserved core model, protocol, constant, data, or utility behavior.","True","False","False","False","1","EJLive.Core","2","AppConstants;Colors","9","1"
"_coder01_source_study","Coder01/EJLive.Core/EJLive.Core.csproj","EJLive.Core.csproj",".csproj","4054","CSharp Project","Data/Core Layer","Original project file used for dependency and assembly mapping.","False","False","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/EJLive.Core/Engine/CommunicationProtocol.cs","CommunicationProtocol.cs",".cs","13460","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","False","False","1","EJLive.Core.Engine","3","CommunicationProtocol;MsgType;EJMessage","29","5"
"_coder01_source_study","Coder01/EJLive.Core/Engine/FileWatcherEngine.cs","FileWatcherEngine.cs",".cs","15134","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","False","False","1","EJLive.Core.Engine","2","FileWatcherEngine;JournalFileEvent","16","8"
"_coder01_source_study","Coder01/EJLive.Core/Engine/GhostRemoteEngine.cs","GhostRemoteEngine.cs",".cs","7664","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","False","False","1","EJLive.Core.Engine","1","GhostRemoteEngine","9","8"
"_coder01_source_study","Coder01/EJLive.Core/Engine/ImageSyncEngine.cs","ImageSyncEngine.cs",".cs","7528","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","False","False","1","EJLive.Core.Engine","1","ImageSyncEngine","6","8"
"_coder01_source_study","Coder01/EJLive.Core/Engine/JournalOutbox.cs","JournalOutbox.cs",".cs","10463","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","False","False","1","EJLive.Core.Engine","3","JournalOutbox;JournalOutboxItem;OutboxStatus","9","9"
"_coder01_source_study","Coder01/EJLive.Core/Engine/JournalSyncTracker.cs","JournalSyncTracker.cs",".cs","7982","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","True","True","1","EJLive.Core.Engine","1","JournalSyncTracker","14","7"
"_coder01_source_study","Coder01/EJLive.Core/Engine/NetworkEngine.cs","NetworkEngine.cs",".cs","17355","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","False","False","1","EJLive.Core.Engine","1","NetworkEngine","18","8"
"_coder01_source_study","Coder01/EJLive.Core/Engine/ReportExportEngine.cs","ReportExportEngine.cs",".cs","13076","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","False","False","1","EJLive.Core.Engine","1","ReportExportEngine","8","7"
"_coder01_source_study","Coder01/EJLive.Core/Engine/ServerEngine.cs","ServerEngine.cs",".cs","23862","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","False","False","1","EJLive.Core.Engine","4","ServerEngine;ClientSession;FileReceiveState;ReceivedPacket","19","10"
"_coder01_source_study","Coder01/EJLive.Core/Engine/TransactionAnalysisEngine.cs","TransactionAnalysisEngine.cs",".cs","22714","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","False","False","1","EJLive.Core.Engine","9","TransactionAnalysisEngine;NCR_Patterns;GRG_Patterns;WN_Patterns;TxType;TxResult;JournalSearchFilter;TransactionRecord;JournalAnalysisResult","12","8"
"_coder01_source_study","Coder01/EJLive.Core/Models/ATMInfo.cs","ATMInfo.cs",".cs","14802","Data/Core Source","Data/Core Layer","Preserved core model, protocol, constant, data, or utility behavior.","True","False","False","False","1","EJLive.Core.Models","10","ConnectionStatus;ATMStatus;ATMType;SyncStatus;AlertSeverity;JournalSyncState;ATMCardState;ATMInfo;AlertPayload;JournalSyncRecord","11","3"
"_coder01_source_study","Coder01/EJLive.Core/Models/JournalSyncModels.cs","JournalSyncModels.cs",".cs","8384","Data/Core Source","Data/Core Layer","Preserved core model, protocol, constant, data, or utility behavior.","True","False","False","False","1","EJLive.Core.Models","7","JournalEntry;SyncStatusInfo;RemoteCommand;RemoteCommandType;CommandParameters;JournalDailyStats;LiveSyncProgress","1","2"
"_coder01_source_study","Coder01/EJLive.Core/Models/TransactionModels.cs","TransactionModels.cs",".cs","13121","Data/Core Source","Data/Core Layer","Preserved core model, protocol, constant, data, or utility behavior.","True","False","False","False","1","EJLive.Core.Models","7","ATMStatsSummary;LiveTransactionEvent;DailySyncReport;AlertReport;AuditLogEntry;SystemUser;AppConfig","4","3"
"_coder01_source_study","Coder01/EJLive.Core/packages.config","packages.config",".config","236","Configuration/Data","Data/Core Layer","Original configuration or data artifact used to preserve runtime assumptions.","False","False","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/EJLive.Core/Properties/AssemblyInfo.cs","AssemblyInfo.cs",".cs","492","CSharp Source","Data/Core Layer","Preserved C# implementation requiring scenario comparison before promotion.","True","False","False","False","0","","0","","0","2"
"_coder01_source_study","Coder01/EJLive.Core/Services/AlertManager.cs","AlertManager.cs",".cs","10034","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","True","True","1","EJLive.Core.Services","1","AlertManager","13","6"
"_coder01_source_study","Coder01/EJLive.Core/Services/AuditLogger.cs","AuditLogger.cs",".cs","7181","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","True","True","1","EJLive.Core.Services","3","AuditLogger;AuditEntry;AuditAction","15","5"
"_coder01_source_study","Coder01/EJLive.Core/Services/DatabaseManager.cs","DatabaseManager.cs",".cs","20202","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","True","True","1","EJLive.Core.Services","1","DatabaseManager","17","19"
"_coder01_source_study","Coder01/EJLive.Core/Services/RoleBasedAccess.cs","RoleBasedAccess.cs",".cs","7819","Service/Manager/Engine","Business Layer","Preserved operational behavior for staged service, manager, engine, adapter, parser, or handler promotion.","True","False","True","True","1","EJLive.Core.Services","5","RoleBasedAccess;UserSession;LoginResult;UserRole;Permission","6","3"
"_coder01_source_study","Coder01/EJLive.Installer.WinForms/app.config","app.config",".config","524","Configuration/Data","Reference/Future Development","Original configuration or data artifact used to preserve runtime assumptions.","False","False","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/EJLive.Installer.WinForms/app.manifest","app.manifest",".manifest","872","Reference Artifact","Reference/Future Development","Reference artifact retained for future analysis.","False","False","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/EJLive.Installer.WinForms/EJLive.Installer.WinForms.csproj","EJLive.Installer.WinForms.csproj",".csproj","4172","CSharp Project","Project Structure","Original project file used for dependency and assembly mapping.","True","False","False","False","0","","0","","0","0"
"_coder01_source_study","Coder01/EJLive.Installer.WinForms/InstallerForm.cs","InstallerForm.cs",".cs","12999","WinForms UI","Presentation Layer","Preserved visual surface, form, dashboard, panel, or control for UI consolidation.","False","False","False","False","1","EJLive.Installer.WinForms","1","InstallerForm","16","10"
